Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-12-20,112.73,205.77,19.06,37.04,34.26,45.73,18.67,1.44,28.76,13.51,13.69,,,6.98,1.29,20.08,78.79,0.66,188.24,0.0,0.0,112.9,1012.81,0.41
2024-12-21,104.62,200.83,14.46,27.28,25.57,47.29,24.48,1.08,31.17,19.49,7.8,,,3.93,1.36,20.76,84.31,0.77,162.29,0.0,0.0,98.78,1012.94,0.41
2024-12-22,85.06,188.62,18.73,40.85,35.99,41.16,15.99,1.01,18.67,19.16,8.73,,,4.45,1.38,20.68,89.58,0.68,194.89,0.0,0.0,83.72,1013.97,0.41
2024-12-23,126.32,201.31,12.76,28.51,24.87,46.01,16.24,0.9,38.84,7.56,8.82,,,3.8,1.54,20.69,78.37,0.88,176.21,0.0,0.0,110.83,1014.27,0.41
2024-12-24,132.0,214.36,15.6,33.82,29.87,44.27,17.5,1.09,33.14,8.11,9.47,,,5.05,1.25,20.47,71.87,0.62,145.48,0.0,0.0,110.54,1014.47,0.41
2024-12-25,168.87,241.83,18.99,45.16,38.44,42.4,33.89,1.48,23.97,14.61,10.32,,,6.38,1.28,21.39,78.01,0.53,185.22,0.0,0.0,98.2,1015.99,0.41
2024-12-26,122.13,225.96,17.86,36.2,32.88,40.97,21.91,1.24,29.38,10.14,10.09,,,5.18,1.52,21.27,74.26,0.76,174.58,0.0,0.0,104.71,1018.1,0.41
2024-12-27,125.31,236.65,18.57,41.99,36.46,32.86,19.55,1.07,31.64,7.85,7.8,,,5.25,1.37,21.68,69.59,0.78,263.48,0.0,0.0,119.47,1018.02,0.41
2024-12-28,105.93,175.54,18.9,42.66,37.06,31.71,14.8,0.94,30.36,7.54,10.87,,,4.99,1.17,21.68,69.25,0.71,172.73,0.0,0.0,118.44,1016.51,0.41
2024-12-29,98.2,174.97,13.8,36.7,29.97,33.19,17.1,0.76,33.58,5.99,4.92,,,3.05,1.3,23.2,67.69,0.77,264.87,0.0,0.0,118.91,1015.48,0.41
2024-12-30,70.72,141.86,13.03,25.59,23.56,35.46,11.5,0.55,35.97,3.86,4.11,,,1.96,1.14,21.64,74.3,0.98,257.3,0.0,0.0,127.02,1016.51,0.42
2024-12-31,68.73,122.86,13.1,23.47,22.51,25.04,11.25,0.63,32.73,3.45,3.46,,,1.3,1.2,18.68,82.58,1.04,267.77,0.0,0.0,102.56,1017.15,0.43
